"StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consentQ","age","gender","gender_4_TEXT","S_M_R_1","S_M_R_2","S_M_R_3","S_M_R_4","S_M_M_1","J_ND1_R_1","J_ND1_R_2","J_ND1_R_3","J_ND1_R_4","J_ND1_M_1","C_ND2_R_1","C_ND2_R_2","C_ND2_R_3","C_ND2_R_4","C_ND2_M_1","F_M_R_1","F_M_R_2","F_M_R_3","F_M_R_4","F_M_M_1","A_M_R_1","A_M_R_2","A_M_R_3","A_M_R_4","A_M_M_1","R_M_R_1","R_M_R_2","R_M_R_3","R_M_R_4","R_M_M_1","attn_chk_1Q","attn_chk_2_Q"
2022-01-31 06:46:30,2022-01-31 06:51:00,100,269,TRUE,2022-01-31 06:51:00,"R_2YVvkpqIwSzKKCu",NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,7,6,7,6,90,6,5,7,6,90,7,6,7,6,91,6,5,7,6,89,7,7,6,7,92,7,6,5,6,90,"None of the above","Swimming"
2022-01-31 06:46:35,2022-01-31 06:51:01,100,265,TRUE,2022-01-31 06:51:01,"R_33kUsjMu7AZEyvD",NA,NA,NA,NA,"anonymous","EN","Yes",27,"Female",NA,7,5,6,7,71,6,5,7,6,83,7,5,6,7,71,7,5,6,7,71,7,5,6,5,62,7,5,6,7,83,"None of the above","Swimming"
2022-01-31 06:48:02,2022-01-31 06:51:01,100,178,TRUE,2022-01-31 06:51:01,"R_29jp5wDCleFKRDQ",NA,NA,NA,NA,"anonymous","EN","Yes",34,"Male",NA,1,1,1,1,0,4,4,4,4,50,4,4,4,4,50,1,1,1,1,0,1,1,1,1,50,1,1,1,1,0,"None of the above","Soccer"
2022-01-31 06:46:09,2022-01-31 06:51:02,100,292,TRUE,2022-01-31 06:51:02,"R_yjr7ehAbHceumid",NA,NA,NA,NA,"anonymous","EN","Yes",37,"Male",NA,2,2,3,2,25,5,5,6,5,65,5,5,6,5,65,3,2,5,4,35,2,1,3,2,20,1,1,1,1,5,"None of the above","Soccer"
2022-01-31 06:46:55,2022-01-31 06:51:07,100,251,TRUE,2022-01-31 06:51:08,"R_3O1YaVFfQrapyuB",NA,NA,NA,NA,"anonymous","EN","Yes",36,"Male",NA,7,6,7,7,90,6,6,7,5,82,6,7,6,6,83,6,5,6,6,85,7,6,6,7,86,7,6,7,7,77,"None of the above","Soccer"
2022-01-31 06:46:21,2022-01-31 06:51:13,100,291,TRUE,2022-01-31 06:51:13,"R_2WU1nfcYFcWev1K",NA,NA,NA,NA,"anonymous","EN","Yes",30,"Female",NA,7,7,7,7,89,7,7,7,7,85,7,7,7,7,88,7,7,7,7,91,7,7,7,7,84,7,7,7,7,90,"None of the above","Soccer"
2022-01-31 06:46:53,2022-01-31 06:51:13,100,260,TRUE,2022-01-31 06:51:13,"R_9KWu0tIOKaegrTj",NA,NA,NA,NA,"anonymous","EN","Yes",31,"Male",NA,1,2,1,1,8,6,7,7,6,85,6,5,6,6,82,1,1,1,1,4,2,2,1,1,3,1,2,1,1,6,"None of the above","Soccer"
2022-01-31 06:46:12,2022-01-31 06:51:14,100,302,TRUE,2022-01-31 06:51:14,"R_1rrDaJn0l2V2wOv",NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,7,6,7,6,90,7,6,7,6,91,7,6,7,6,92,7,6,7,6,91,7,6,7,7,94,7,6,7,7,84,"None of the above","Soccer"
2022-01-31 06:46:28,2022-01-31 06:51:23,100,294,TRUE,2022-01-31 06:51:23,"R_3O7GQiAOPDvTwwB",NA,NA,NA,NA,"anonymous","EN","Yes",32,"Male",NA,7,6,7,6,66,6,6,7,6,71,7,7,7,7,67,7,7,6,7,66,6,7,7,6,67,7,7,7,5,65,"Happy","Soccer"
2022-01-31 06:49:19,2022-01-31 06:51:23,100,123,TRUE,2022-01-31 06:51:23,"R_3PvFOp2yhcHD5nz",NA,NA,NA,NA,"anonymous","EN","Yes",48,"Female",NA,4,5,6,7,77,4,5,6,7,70,4,4,6,7,77,4,5,6,7,72,4,5,6,7,73,4,5,6,7,73,"None of the above","Soccer"
2022-01-31 06:46:47,2022-01-31 06:51:25,100,277,TRUE,2022-01-31 06:51:25,"R_3lM0ESyhR7MP0JC",NA,NA,NA,NA,"anonymous","EN","Yes",31,"Female",NA,2,3,4,5,65,4,4,5,5,67,4,5,6,2,79,4,5,4,4,64,3,4,5,6,63,5,4,5,2,74,"None of the above","Soccer"
2022-01-31 06:45:59,2022-01-31 06:51:24,100,325,TRUE,2022-01-31 06:51:25,"R_25FLHAZe208XClQ",NA,NA,NA,NA,"anonymous","EN","Yes",29,"Male",NA,1,1,1,2,42,5,7,6,5,74,6,7,6,7,88,1,2,4,3,42,3,2,4,4,45,1,3,1,1,46,"None of the above","Swimming"
2022-01-31 06:49:46,2022-01-31 06:51:25,100,99,TRUE,2022-01-31 06:51:25,"R_3LZmedqtjRVrBqb",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Female",NA,6,5,7,7,85,6,4,5,5,74,7,6,7,7,92,5,6,5,5,77,5,4,4,6,73,5,4,7,6,74,"None of the above","Swimming"
2022-01-31 06:48:39,2022-01-31 06:51:27,100,167,TRUE,2022-01-31 06:51:28,"R_3FPg7tAuFskb8eE",NA,NA,NA,NA,"anonymous","EN","Yes",48,"Female",NA,4,6,5,4,82,4,6,5,6,75,4,7,4,5,90,4,6,4,6,77,4,6,5,4,95,4,6,5,6,93,"None of the above","Basketball"
2022-01-31 06:47:20,2022-01-31 06:51:32,100,251,TRUE,2022-01-31 06:51:32,"R_33pwqan8pja65YC",NA,NA,NA,NA,"anonymous","EN","Yes",32,"Male",NA,7,6,6,7,83,7,7,7,6,80,7,6,6,7,69,7,6,5,6,64,7,6,6,7,86,7,6,6,7,82,"None of the above","Basketball"
2022-01-31 06:48:03,2022-01-31 06:51:33,100,210,TRUE,2022-01-31 06:51:34,"R_1IsyClU59A1bUdJ",NA,NA,NA,NA,"anonymous","EN","Yes",30,"Female",NA,3,4,4,5,77,2,3,5,6,76,3,5,4,3,73,3,4,2,5,37,6,3,5,5,77,3,4,4,5,83,"Happy","Basketball"
2022-01-31 06:48:24,2022-01-31 06:51:39,100,194,TRUE,2022-01-31 06:51:39,"R_tQaQsSvFSKlRo4N",NA,NA,NA,NA,"anonymous","EN","Yes",48,"Female",NA,5,6,5,4,76,6,5,6,5,73,5,6,5,5,67,6,4,5,5,75,6,5,6,5,69,5,6,5,4,65,"None of the above","Soccer"
2022-01-31 06:45:54,2022-01-31 06:51:53,100,358,TRUE,2022-01-31 06:51:53,"R_2RPqfpO94T8e6JO",NA,NA,NA,NA,"anonymous","EN","Yes",30,"Female",NA,7,7,7,6,93,7,6,7,7,96,7,6,6,7,92,7,6,7,7,93,7,6,7,7,91,7,6,7,7,93,"Satisfied","Basketball"
2022-01-31 06:47:10,2022-01-31 06:51:54,100,283,TRUE,2022-01-31 06:51:54,"R_2bNavbwXt5eXhyE",NA,NA,NA,NA,"anonymous","EN","Yes",63,"Male",NA,6,7,6,5,69,5,6,7,5,82,6,5,6,6,74,6,7,5,6,74,7,6,7,5,66,6,7,5,7,65,"None of the above","Baseball"
2022-01-31 06:48:36,2022-01-31 06:52:03,100,206,TRUE,2022-01-31 06:52:03,"R_10B3i9WvDwoDeMB",NA,NA,NA,NA,"anonymous","EN","Yes",41,"Female",NA,3,4,5,5,50,3,4,5,5,51,4,5,4,5,59,4,5,5,4,58,4,5,4,5,59,3,4,5,5,50,"None of the above","Basketball"
2022-01-31 06:47:12,2022-01-31 06:52:07,100,294,TRUE,2022-01-31 06:52:07,"R_1GCjxx8yMTS9lmx",NA,NA,NA,NA,"anonymous","EN","Yes",40,"Male",NA,1,1,1,1,0,4,4,4,4,50,4,4,4,4,50,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,"None of the above","Soccer"
2022-01-31 06:50:08,2022-01-31 06:52:20,100,132,TRUE,2022-01-31 06:52:22,"R_AaMF52qi8emS8dX",NA,NA,NA,NA,"anonymous","EN","Yes",66,"Male",NA,5,6,5,5,66,5,5,6,6,62,5,5,5,6,63,4,5,6,6,61,5,5,5,5,72,6,5,5,6,63,"None of the above","Soccer"
2022-01-31 06:45:44,2022-01-31 06:52:23,100,398,TRUE,2022-01-31 06:52:23,"R_3n0mwTAlKEsEfEW",NA,NA,NA,NA,"anonymous","EN","Yes",26,"Female",NA,5,6,5,6,69,6,5,6,6,75,5,6,5,6,75,5,6,5,6,81,5,6,5,6,77,5,6,5,6,83,"Happy","Soccer"
2022-01-31 06:48:58,2022-01-31 06:52:23,100,205,TRUE,2022-01-31 06:52:23,"R_3KvVKgfzPrzp7nR",NA,NA,NA,NA,"anonymous","EN","Yes",36,"Female",NA,3,4,6,6,74,2,3,4,5,72,2,3,4,5,88,3,4,5,6,75,3,4,5,6,74,2,3,4,5,78,"None of the above","Basketball"
2022-01-31 06:47:37,2022-01-31 06:52:27,100,290,TRUE,2022-01-31 06:52:27,"R_qUx34EjngwwMEo1",NA,NA,NA,NA,"anonymous","EN","Yes",27,"Male",NA,6,7,6,7,70,6,7,6,7,82,7,6,7,6,99,4,5,5,4,74,2,3,2,2,25,6,6,5,4,76,"Happy","Swimming"
2022-01-31 06:49:04,2022-01-31 06:52:29,100,205,TRUE,2022-01-31 06:52:30,"R_1oIvjGdbf0HevVD",NA,NA,NA,NA,"anonymous","EN","Yes",40,"Male",NA,7,6,6,7,93,7,6,6,7,96,7,6,7,7,97,7,6,6,7,94,6,7,6,6,95,7,6,7,7,95,"None of the above","Baseball"
2022-01-31 06:47:25,2022-01-31 06:52:36,100,311,TRUE,2022-01-31 06:52:37,"R_D6N1lm405WXqTnz",NA,NA,NA,NA,"anonymous","EN","Yes",56,"Female",NA,3,3,4,2,23,5,4,4,5,65,5,4,5,4,61,3,3,3,4,38,3,4,4,3,34,2,2,2,1,12,"None of the above","Swimming"
2022-01-31 06:47:35,2022-01-31 06:52:38,100,303,TRUE,2022-01-31 06:52:39,"R_2rSpgNyijKYCazh",NA,NA,NA,NA,"anonymous","EN","Yes",39,"Male",NA,6,7,7,6,80,7,7,6,6,88,6,6,6,6,80,6,6,7,6,88,6,6,7,6,82,6,6,7,6,95,"Happy","Soccer"
2022-01-31 06:50:47,2022-01-31 06:52:39,100,112,TRUE,2022-01-31 06:52:40,"R_DcMadACsAXCutVv",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Female",NA,7,6,5,6,84,7,6,6,5,83,7,6,6,7,83,7,6,6,5,88,7,6,6,5,84,7,6,6,7,83,"None of the above","Basketball"
2022-01-31 06:51:03,2022-01-31 06:52:44,100,100,TRUE,2022-01-31 06:52:44,"R_25ud3YoXXIUrB8l",NA,NA,NA,NA,"anonymous","EN","Yes",48,"Male",NA,4,4,4,5,77,4,5,4,5,62,4,5,4,5,64,4,5,4,5,69,4,5,4,5,70,4,5,4,5,66,"None of the above","Soccer"
2022-01-31 06:48:36,2022-01-31 06:52:45,100,248,TRUE,2022-01-31 06:52:45,"R_2w4iioWWJGMraXS",NA,NA,NA,NA,"anonymous","EN","Yes",36,"Female",NA,7,5,7,6,40,6,4,6,5,50,6,5,7,5,59,6,5,6,5,55,6,5,6,6,61,7,4,6,6,50,"None of the above","Soccer"
2022-01-31 06:47:24,2022-01-31 06:52:45,100,321,TRUE,2022-01-31 06:52:46,"R_1MMb1EaZs3Jell7",NA,NA,NA,NA,"anonymous","EN","Yes",46,"Male",NA,3,2,1,2,22,5,4,4,5,50,4,4,4,4,58,4,2,2,3,20,2,2,2,2,8,2,1,2,2,9,"None of the above","Soccer"
2022-01-31 06:49:45,2022-01-31 06:52:48,100,182,TRUE,2022-01-31 06:52:48,"R_1n8hLFTYOdpRwSh",NA,NA,NA,NA,"anonymous","EN","Yes",24,"Male",NA,2,3,4,5,50,6,5,4,5,67,6,5,4,3,41,3,5,4,5,70,3,6,4,3,25,6,5,4,3,79,"None of the above","Soccer"
2022-01-31 06:47:01,2022-01-31 06:52:53,100,351,TRUE,2022-01-31 06:52:53,"R_2cpcoNkVnnf4DWF",NA,NA,NA,NA,"anonymous","EN","Yes",55,"Male",NA,4,3,5,3,77,4,6,5,6,41,3,7,4,6,81,4,7,5,6,83,4,6,5,7,86,4,7,5,6,85,"None of the above","Soccer"
2022-01-31 06:45:51,2022-01-31 06:52:55,100,424,TRUE,2022-01-31 06:52:56,"R_2Xhto1xtDFspN8B",NA,NA,NA,NA,"anonymous","EN","Yes",48,"Female",NA,4,6,4,5,74,5,6,5,4,72,6,5,4,5,73,6,5,4,5,86,6,5,4,5,76,5,3,6,5,71,"None of the above","Basketball"
2022-01-31 06:50:40,2022-01-31 06:53:03,100,143,TRUE,2022-01-31 06:53:04,"R_1CraB1qHoN0Ee38",NA,NA,NA,NA,"anonymous","EN","Yes",41,"Male",NA,4,6,7,6,72,4,5,6,7,81,4,5,7,6,77,5,6,7,6,76,3,5,6,7,86,5,6,6,7,90,"None of the above","Swimming"
2022-01-31 06:46:52,2022-01-31 06:53:05,100,372,TRUE,2022-01-31 06:53:05,"R_3L7ioIQMMu01X3b",NA,NA,NA,NA,"anonymous","EN","Yes",33,"Male",NA,5,6,5,6,86,5,6,5,6,79,5,6,5,6,80,5,6,5,6,83,5,6,5,6,85,5,6,5,6,82,"None of the above","Soccer"
2022-01-31 06:50:54,2022-01-31 06:53:11,100,136,TRUE,2022-01-31 06:53:12,"R_2pRGvQ48zrQUO5j",NA,NA,NA,NA,"anonymous","EN","Yes",47,"Male",NA,2,2,2,2,12,4,4,4,4,50,4,4,4,4,50,6,6,6,6,91,2,2,2,2,11,2,2,2,2,12,"None of the above","Soccer"
2022-01-31 06:47:15,2022-01-31 06:53:14,100,358,TRUE,2022-01-31 06:53:14,"R_VX1f1KODC6GzZ2V",NA,NA,NA,NA,"anonymous","EN","Yes",47,"Male",NA,5,6,5,5,68,5,5,6,6,77,5,4,5,5,72,5,6,5,5,75,5,6,5,6,71,5,6,5,4,75,"None of the above","Swimming"
2022-01-31 06:46:08,2022-01-31 06:53:14,100,425,TRUE,2022-01-31 06:53:14,"R_ClZb3yqmL0bBpnP",NA,NA,NA,NA,"anonymous","EN","Yes",72,"Male",NA,1,1,3,1,0,6,6,6,6,80,6,6,6,6,80,3,2,3,2,10,1,1,3,1,0,1,1,1,1,0,"None of the above","Swimming"
2022-01-31 06:51:08,2022-01-31 06:53:15,100,126,TRUE,2022-01-31 06:53:15,"R_1GDHrukgwZuOtae",NA,NA,NA,NA,"anonymous","EN","Yes",31,"Non-binary / third gender",NA,1,1,1,1,0,5,5,6,6,70,5,5,6,6,83,1,1,4,1,0,1,1,3,1,0,1,1,1,1,0,"None of the above","Soccer"
2022-01-31 06:49:35,2022-01-31 06:53:15,100,220,TRUE,2022-01-31 06:53:16,"R_skgejh6UdBnbZEl",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Female",NA,5,5,4,5,93,4,5,5,5,92,4,6,4,5,79,5,5,4,5,86,4,5,6,5,89,5,5,6,5,100,"None of the above","Soccer"
2022-01-31 06:47:02,2022-01-31 06:53:33,100,391,TRUE,2022-01-31 06:53:33,"R_uss75JWAgTVRqNz",NA,NA,NA,NA,"anonymous","EN","Yes",37,"Male",NA,4,7,6,4,75,5,4,6,7,81,6,3,6,4,82,6,4,3,7,76,5,3,5,4,78,3,5,4,7,73,"Happy","Basketball"
2022-01-31 06:49:54,2022-01-31 06:53:42,100,227,TRUE,2022-01-31 06:53:42,"R_2Eu6VptJhUDahLV",NA,NA,NA,NA,"anonymous","EN","Yes",35,"Male",NA,4,6,7,5,83,5,7,5,6,85,4,6,4,6,92,5,7,4,5,90,4,6,5,5,84,5,6,4,6,87,"None of the above","Soccer"
2022-01-31 06:52:07,2022-01-31 06:53:42,100,94,TRUE,2022-01-31 06:53:42,"R_e9vVcl8YCpBRMf7",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Female",NA,7,5,6,6,92,6,7,7,5,74,5,7,6,6,86,7,6,6,6,79,7,5,6,6,79,4,7,6,6,82,"None of the above","Soccer"
2022-01-31 06:48:08,2022-01-31 06:53:42,100,334,TRUE,2022-01-31 06:53:43,"R_22MlLFOjaS7nTxe",NA,NA,NA,NA,"anonymous","EN","Yes",48,"Female",NA,7,6,7,6,85,7,6,7,7,88,7,6,7,6,84,7,6,7,7,89,7,6,7,7,82,7,7,6,6,83,"None of the above","Swimming"
2022-01-31 06:49:22,2022-01-31 06:53:44,100,261,TRUE,2022-01-31 06:53:44,"R_1hYGoyjwMGxCZQn",NA,NA,NA,NA,"anonymous","EN","Yes",46,"Male",NA,2,1,3,2,20,4,4,5,4,55,4,5,4,5,58,3,2,4,3,28,1,1,2,1,17,1,1,1,2,10,"None of the above","Soccer"
2022-01-31 06:46:44,2022-01-31 06:53:49,100,424,TRUE,2022-01-31 06:53:49,"R_sApxySaK5rzEOVb",NA,NA,NA,NA,"anonymous","EN","Yes",32,"Female",NA,5,5,4,5,70,6,5,7,6,83,5,6,7,6,73,6,5,4,5,81,6,4,5,6,81,5,4,5,6,83,"None of the above","Soccer"
2022-01-31 06:52:04,2022-01-31 06:53:58,100,114,TRUE,2022-01-31 06:53:58,"R_YWDoYXnOdL5Pk4h",NA,NA,NA,NA,"anonymous","EN","Yes",30,"Female",NA,4,6,4,3,72,3,4,5,6,71,4,3,4,6,74,3,4,5,7,72,5,5,4,3,74,4,7,4,2,74,"None of the above","Basketball"
2022-01-31 06:48:02,2022-01-31 06:53:58,100,356,TRUE,2022-01-31 06:53:58,"R_3Eo7o6elvz705lZ",NA,NA,NA,NA,"anonymous","EN","Yes",20,"Prefer not to say",NA,1,1,1,1,9,5,5,5,6,68,5,5,5,5,60,3,3,4,3,41,3,3,3,3,34,2,2,1,2,9,"None of the above","Swimming"
2022-01-31 06:48:21,2022-01-31 06:54:07,100,345,TRUE,2022-01-31 06:54:07,"R_2aY3hQ8cnbaPzmZ",NA,NA,NA,NA,"anonymous","EN","Yes",30,"Male",NA,1,1,1,1,0,7,7,7,7,100,5,6,6,6,87,2,3,1,2,9,4,3,3,3,17,3,1,1,2,6,"None of the above","Soccer"
2022-01-31 06:52:11,2022-01-31 06:54:09,100,118,TRUE,2022-01-31 06:54:09,"R_20SyMg6YdWuEjNv",NA,NA,NA,NA,"anonymous","EN","Yes",48,"Female",NA,5,6,5,5,72,4,5,6,6,68,5,6,5,5,79,6,4,6,5,77,6,4,6,5,74,6,6,5,6,71,"None of the above","Soccer"
2022-01-31 06:47:48,2022-01-31 06:54:10,100,381,TRUE,2022-01-31 06:54:10,"R_XthX7N7EYBTOJuV",NA,NA,NA,NA,"anonymous","EN","Yes",29,"Female",NA,4,3,5,4,46,5,7,6,6,71,5,7,4,6,84,1,1,2,3,20,6,7,5,3,63,3,2,4,3,32,"None of the above","Soccer"
2022-01-31 06:46:52,2022-01-31 06:54:10,100,438,TRUE,2022-01-31 06:54:11,"R_2rxuEziRPGn6uDh",NA,NA,NA,NA,"anonymous","EN","Yes",30,"Female",NA,5,5,6,6,78,5,5,6,6,78,6,6,6,6,79,3,3,3,3,34,5,4,4,5,68,4,3,4,4,37,"None of the above","Soccer"
2022-01-31 06:49:04,2022-01-31 06:54:16,100,311,TRUE,2022-01-31 06:54:16,"R_2PdiyFQvplgMW9q",NA,NA,NA,NA,"anonymous","EN","Yes",32,"Male",NA,5,6,5,6,40,6,7,6,7,69,6,7,6,7,71,7,6,7,6,76,6,7,5,6,83,5,6,7,6,84,"Happy","Swimming"
2022-01-31 06:48:28,2022-01-31 06:54:17,100,349,TRUE,2022-01-31 06:54:18,"R_vUDrjdbrqsL8JTX",NA,NA,NA,NA,"anonymous","EN","Yes",43,"Female",NA,7,5,6,5,80,5,6,6,5,71,7,6,7,5,80,6,5,6,7,77,6,5,6,5,81,6,5,6,5,91,"None of the above","Swimming"
2022-01-31 06:47:27,2022-01-31 06:54:25,100,417,TRUE,2022-01-31 06:54:26,"R_AuHalKif2epmahb",NA,NA,NA,NA,"anonymous","EN","Yes",40,"Male",NA,5,4,5,5,60,5,4,5,5,54,4,5,4,5,51,5,4,5,5,71,5,4,5,5,76,5,4,5,6,71,"Satisfied","Baseball"
2022-01-31 06:51:36,2022-01-31 06:54:26,100,169,TRUE,2022-01-31 06:54:26,"R_33lGVJfFP520kIw",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,6,6,6,6,90,6,6,6,6,84,6,6,6,6,100,6,6,6,6,91,6,6,6,6,100,6,6,6,6,85,"Happy","Basketball"
2022-01-31 06:52:49,2022-01-31 06:54:33,100,103,TRUE,2022-01-31 06:54:33,"R_1kOeaibhCzEZyHh",NA,NA,NA,NA,"anonymous","EN","Yes",58,"Male",NA,6,7,5,7,70,5,6,5,6,70,5,7,5,6,66,7,6,5,6,68,5,6,7,6,71,5,6,6,7,69,"None of the above","Baseball"
