"StartDate","EndDate","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","consentQ","age","gender","gender_4_TEXT","S_M_R_1","S_M_R_2","S_M_R_3","S_M_R_4","S_M_M_1","J_ND1_R_1","J_ND1_R_2","J_ND1_R_3","J_ND1_R_4","J_ND1_M_1","C_ND2_R_1","C_ND2_R_2","C_ND2_R_3","C_ND2_R_4","C_ND2_M_1","F_M_R_1","F_M_R_2","F_M_R_3","F_M_R_4","F_M_M_1","A_M_R_1","A_M_R_2","A_M_R_3","A_M_R_4","A_M_M_1","R_M_R_1","R_M_R_2","R_M_R_3","R_M_R_4","R_M_M_1","attn_chk_1Q","attn_chk_2_Q"
2022-01-31 06:56:37,2022-01-31 07:02:12,100,335,TRUE,2022-01-31 07:02:13,"R_1CvW4UexQrl04O2",NA,NA,NA,NA,"anonymous","EN","Yes",33,"Male",NA,4,3,4,3,48,7,6,7,5,82,7,6,7,5,81,1,2,1,3,24,2,2,3,3,35,1,2,2,3,26,"None of the above","Soccer"
2022-01-31 06:53:55,2022-01-31 07:02:44,100,528,TRUE,2022-01-31 07:02:44,"R_3J96B9AuIaZD3bJ",NA,NA,NA,NA,"anonymous","EN","Yes",42,"Male",NA,1,2,1,1,12,6,7,7,6,89,7,6,7,7,86,1,2,1,3,13,1,2,1,1,20,1,2,1,3,22,"None of the above","Soccer"
2022-01-31 06:52:47,2022-01-31 07:02:47,100,600,TRUE,2022-01-31 07:02:47,"R_3HtrhSYCaB7xymv",NA,NA,NA,NA,"anonymous","EN","Yes",26,"Female",NA,6,7,7,6,94,7,6,6,7,89,6,7,5,6,88,7,5,7,6,91,7,5,6,7,93,6,7,5,6,86,"None of the above","Soccer"
2022-01-31 06:59:56,2022-01-31 07:03:15,100,198,TRUE,2022-01-31 07:03:15,"R_PTGg7bGYJtrCgp3",NA,NA,NA,NA,"anonymous","EN","Yes",40,"Female",NA,6,4,5,4,71,5,6,6,6,72,6,5,6,6,73,6,5,6,6,80,6,5,4,5,73,6,5,6,6,73,"Happy","Basketball"
2022-01-31 07:02:09,2022-01-31 07:03:52,100,102,TRUE,2022-01-31 07:03:52,"R_2SovpioydYuwThK",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,7,7,1,3,51,6,1,6,1,53,7,2,1,7,53,2,5,3,1,48,7,7,3,7,60,3,7,2,5,53,"None of the above","Soccer"
2022-01-31 07:01:11,2022-01-31 07:03:52,100,160,TRUE,2022-01-31 07:03:52,"R_Q6y1ESSGJAL6fQt",NA,NA,NA,NA,"anonymous","EN","Yes",26,"Male",NA,5,5,1,7,70,6,5,6,7,85,2,7,7,7,70,1,7,2,3,95,7,3,3,1,79,2,1,3,7,64,"None of the above","Soccer"
2022-01-31 06:56:57,2022-01-31 07:03:55,100,417,TRUE,2022-01-31 07:03:55,"R_2q7Bi8lOwVqRRyO",NA,NA,NA,NA,"anonymous","EN","Yes",33,"Male",NA,1,1,1,1,0,6,7,6,6,84,6,5,5,5,89,2,1,1,1,11,2,1,2,2,7,2,1,2,2,7,"None of the above","Soccer"
2022-01-31 07:00:20,2022-01-31 07:04:14,100,233,TRUE,2022-01-31 07:04:14,"R_3O3zE1mqPBZ211W",NA,NA,NA,NA,"anonymous","EN","Yes",22,"Female",NA,1,2,1,2,17,7,6,7,6,92,7,6,7,6,92,1,2,1,2,18,2,1,2,1,12,1,2,1,2,20,"Satisfied","Swimming"
2022-01-31 07:01:22,2022-01-31 07:04:59,100,216,TRUE,2022-01-31 07:04:59,"R_eV6lVfEEPvC29xv",NA,NA,NA,NA,"anonymous","EN","Yes",24,"Female",NA,5,7,6,3,82,4,7,6,7,73,4,7,6,7,79,4,7,6,6,74,4,6,7,6,81,4,7,6,6,80,"None of the above","Swimming"
2022-01-31 07:00:11,2022-01-31 07:05:06,100,294,TRUE,2022-01-31 07:05:06,"R_3QWwA8yxuUi6NQV",NA,NA,NA,NA,"anonymous","EN","Yes",31,"Male",NA,4,7,6,7,85,5,7,6,7,89,5,7,3,5,92,4,6,7,5,84,5,7,6,7,68,5,7,6,7,84,"None of the above","Soccer"
2022-01-31 06:57:07,2022-01-31 07:05:17,100,489,TRUE,2022-01-31 07:05:18,"R_XoDXyHIyqpr4k0N",NA,NA,NA,NA,"anonymous","EN","Yes",42,"Female",NA,7,6,7,6,88,7,5,7,6,92,7,5,7,5,80,7,6,7,6,72,7,6,6,7,91,7,5,7,6,73,"None of the above","Swimming"
2022-01-31 06:51:26,2022-01-31 07:05:38,100,852,TRUE,2022-01-31 07:05:39,"R_2q1sPdLQaP0VTvi",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,3,3,3,3,55,5,5,4,5,68,6,5,5,6,68,4,4,4,5,62,4,3,4,4,55,6,5,5,4,73,"None of the above","Soccer"
2022-01-31 06:49:56,2022-01-31 07:05:41,100,945,TRUE,2022-01-31 07:05:42,"R_25Y31twJSM9kSFy",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,6,5,7,6,55,6,4,6,5,40,6,5,7,6,68,6,5,7,6,58,6,7,5,6,92,6,7,5,6,89,"None of the above","Swimming"
2022-01-31 07:01:56,2022-01-31 07:06:03,100,247,TRUE,2022-01-31 07:06:05,"R_SH0kfy0TtNR9MoV",NA,NA,NA,NA,"anonymous","EN","Yes",33,"Female",NA,6,7,6,7,95,6,6,6,6,83,6,6,6,6,78,3,3,3,3,42,4,4,4,4,58,3,2,3,3,41,"None of the above","Soccer"
2022-01-31 06:49:48,2022-01-31 07:06:37,100,1009,TRUE,2022-01-31 07:06:38,"R_wTxMzsiCH4pKLT3",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Female",NA,6,5,7,6,61,6,6,5,6,61,5,4,7,6,47,6,7,5,6,75,6,5,7,6,59,7,5,7,6,45,"None of the above","Swimming"
2022-01-31 07:04:35,2022-01-31 07:06:39,100,124,TRUE,2022-01-31 07:06:40,"R_3qqfwChhJ0wFSI9",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,3,6,2,6,48,4,3,3,6,54,3,2,3,7,61,1,5,6,5,58,2,7,7,1,55,2,3,5,7,57,"None of the above","Soccer"
2022-01-31 06:59:38,2022-01-31 07:06:42,100,424,TRUE,2022-01-31 07:06:43,"R_Av8LsejBRhdU6DT",NA,NA,NA,NA,"anonymous","EN","Yes",38,"Female",NA,7,5,6,7,79,6,4,7,7,99,7,3,6,7,86,4,6,7,6,82,4,6,7,6,79,7,4,6,6,82,"None of the above","Swimming"
2022-01-31 06:57:12,2022-01-31 07:06:44,100,572,TRUE,2022-01-31 07:06:45,"R_1mOYGpLvK6HSM8X",NA,NA,NA,NA,"anonymous","EN","Yes",31,"Male",NA,7,3,6,7,65,6,7,4,6,84,3,6,5,7,73,5,7,4,7,91,5,7,7,6,77,5,7,6,7,79,"None of the above","Soccer"
2022-01-31 07:04:43,2022-01-31 07:06:55,100,132,TRUE,2022-01-31 07:06:55,"R_2t4ng1GQcrUY31k",NA,NA,NA,NA,"anonymous","EN","Yes",26,"Female",NA,2,1,1,2,7,5,5,4,6,82,4,6,5,5,70,2,2,2,2,10,1,1,1,1,1,1,1,1,1,0,"None of the above","Soccer"
2022-01-31 06:58:41,2022-01-31 07:07:06,100,504,TRUE,2022-01-31 07:07:06,"R_2AHIN7RN0wbBKla",NA,NA,NA,NA,"anonymous","EN","Yes",43,"Female",NA,1,1,2,1,0,5,5,5,5,71,5,5,6,5,77,1,1,4,3,17,1,1,2,1,0,1,1,1,1,0,"None of the above","Soccer"
2022-01-31 07:01:09,2022-01-31 07:07:06,100,356,TRUE,2022-01-31 07:07:06,"R_1ocohARbeLSS4x2",NA,NA,NA,NA,"anonymous","EN","Yes",39,"Female",NA,1,2,1,1,23,2,1,1,2,75,1,1,1,1,41,1,1,1,1,26,1,2,1,2,3,1,2,1,2,31,"None of the above","Basketball"
2022-01-31 06:54:47,2022-01-31 07:07:49,100,781,TRUE,2022-01-31 07:07:50,"R_2trpup7ncmNhBrv",NA,NA,NA,NA,"anonymous","EN","Yes",56,"Male",NA,6,5,5,7,93,7,6,7,7,93,7,5,5,7,94,6,4,6,6,100,6,7,7,7,94,7,5,7,7,90,"None of the above","Swimming"
2022-01-31 07:05:09,2022-01-31 07:08:32,100,202,TRUE,2022-01-31 07:08:32,"R_1IfPg4zb3O4rAOL",NA,NA,NA,NA,"anonymous","EN","Yes",54,"Male",NA,1,1,1,1,0,7,7,7,7,91,7,7,7,7,100,1,1,2,2,9,1,1,4,4,10,1,1,1,3,11,"None of the above","Soccer"
2022-01-31 07:08:08,2022-01-31 07:09:42,100,94,TRUE,2022-01-31 07:09:43,"R_3n9hqQEr9T7ssIm",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,7,1,2,1,42,2,6,1,6,62,7,1,6,1,57,3,6,4,4,53,6,2,3,4,46,4,7,4,3,57,"None of the above","Soccer"
2022-01-31 07:02:51,2022-01-31 07:10:21,100,450,TRUE,2022-01-31 07:10:22,"R_2SJHsLpbQfkNzYG",NA,NA,NA,NA,"anonymous","EN","Yes",29,"Male",NA,3,4,5,5,71,4,4,5,5,69,5,4,6,6,67,5,5,5,4,61,5,4,3,5,65,4,5,5,4,59,"Happy","Swimming"
2022-01-31 06:55:19,2022-01-31 07:10:22,100,903,TRUE,2022-01-31 07:10:22,"R_1liABOAjOnIzOFo",NA,NA,NA,NA,"anonymous","EN","Yes",57,"Male",NA,2,2,2,2,18,6,6,6,6,71,6,6,6,6,71,3,3,3,3,26,1,1,1,1,5,7,7,7,7,89,"None of the above","Soccer"
2022-01-31 07:04:25,2022-01-31 07:15:02,100,636,TRUE,2022-01-31 07:15:02,"R_3een4JCtjLjQoGP",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Female",NA,7,3,5,6,64,3,7,5,7,68,7,7,2,6,61,7,2,6,5,72,5,1,5,7,65,7,5,7,4,70,"None of the above","Soccer"
2022-01-31 07:13:49,2022-01-31 07:15:32,100,103,TRUE,2022-01-31 07:15:33,"R_PBxQKZVu3fXGEHD",NA,NA,NA,NA,"anonymous","EN","Yes",40,"Male",NA,4,5,6,5,54,4,5,6,5,53,4,5,4,3,60,6,4,5,5,54,4,5,6,6,57,4,5,6,5,53,"None of the above","Soccer"
2022-01-31 07:07:44,2022-01-31 07:17:19,100,574,TRUE,2022-01-31 07:17:19,"R_XnaWD5BZcWyOXnz",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,5,4,6,5,44,6,5,7,6,61,4,6,4,6,62,6,7,6,5,79,6,5,7,6,42,4,3,2,4,32,"None of the above","Soccer"
2022-01-31 06:58:08,2022-01-31 07:17:32,100,1164,TRUE,2022-01-31 07:17:33,"R_1KvCftTtvvuYE2X",NA,NA,NA,NA,"anonymous","EN","Yes",43,"Male",NA,5,6,6,5,75,5,6,5,6,72,5,4,6,5,71,5,3,4,3,26,5,6,6,5,63,5,6,5,6,75,"None of the above","Soccer"
2022-01-31 06:59:11,2022-01-31 07:18:37,100,1165,TRUE,2022-01-31 07:18:37,"R_2Cv4bRX9ZfONGJR",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Female",NA,6,7,4,5,91,6,3,5,5,70,7,5,5,6,91,6,4,5,5,81,5,6,6,6,79,5,7,6,6,89,"None of the above","Swimming"
2022-01-31 06:58:49,2022-01-31 07:19:05,100,1216,TRUE,2022-01-31 07:19:05,"R_1lizfQG0X7vd41G",NA,NA,NA,NA,"anonymous","EN","Yes",31,"Male",NA,5,4,7,6,67,6,7,5,6,65,5,7,6,7,64,5,2,6,5,56,6,4,6,5,54,5,4,6,6,35,"None of the above","Soccer"
2022-01-31 06:49:37,2022-01-31 07:20:15,100,1837,TRUE,2022-01-31 07:20:15,"R_3oBKYY1rEDRTUeX",NA,NA,NA,NA,"anonymous","EN","Yes",35,"Male",NA,5,6,5,6,74,5,6,5,6,75,5,6,6,5,59,2,2,3,2,73,5,6,5,6,71,4,5,3,3,31,"None of the above","Soccer"
2022-01-31 07:21:52,2022-01-31 07:23:22,100,89,TRUE,2022-01-31 07:23:23,"R_3spnWVduUur9a1R",NA,NA,NA,NA,"anonymous","EN","Yes",39,"Female",NA,2,2,2,2,15,6,6,5,5,77,6,6,6,7,94,2,2,2,2,6,2,2,2,2,7,2,2,1,2,10,"None of the above","Swimming"
2022-01-31 07:20:40,2022-01-31 07:24:54,100,254,TRUE,2022-01-31 07:24:55,"R_1K6XRbnljSfmJmg",NA,NA,NA,NA,"anonymous","EN","Yes",42,"Male",NA,6,5,4,5,77,5,4,5,6,73,6,5,3,4,84,6,5,3,4,79,6,5,4,6,74,5,4,3,4,74,"None of the above","Basketball"
2022-01-31 07:17:52,2022-01-31 07:25:57,100,484,TRUE,2022-01-31 07:25:57,"R_OBti5pucifTj7AB",NA,NA,NA,NA,"anonymous","EN","Yes",33,"Male",NA,1,1,1,1,9,7,7,7,7,100,7,7,7,7,100,1,1,2,2,10,1,1,2,2,19,1,1,1,1,4,"None of the above","Soccer"
2022-01-31 07:17:04,2022-01-31 07:26:35,100,571,TRUE,2022-01-31 07:26:35,"R_tWDZ5aG1akcrrrj",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,2,3,2,3,25,5,4,3,5,60,5,6,3,5,64,4,6,5,6,60,7,6,3,5,76,3,2,3,2,39,"None of the above","Swimming"
2022-01-31 07:25:48,2022-01-31 07:27:45,100,117,TRUE,2022-01-31 07:27:45,"R_2atQARxrdztGmcr",NA,NA,NA,NA,"anonymous","EN","Yes",35,"Male",NA,7,7,7,7,84,7,7,6,7,84,7,7,7,7,79,7,7,7,7,84,7,7,7,7,80,7,7,7,7,91,"None of the above","Soccer"
2022-01-31 07:27:00,2022-01-31 07:28:42,100,101,TRUE,2022-01-31 07:28:42,"R_2aVsrxgc2Mp5Aws",NA,NA,NA,NA,"anonymous","EN","Yes",32,"Male",NA,6,7,6,6,93,6,7,6,6,92,6,5,6,6,80,5,6,7,6,80,7,6,5,6,86,5,6,7,6,80,"None of the above","Soccer"
2022-01-31 07:26:36,2022-01-31 07:28:46,100,129,TRUE,2022-01-31 07:28:46,"R_1mrUrjIkSgQB2l1",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,7,7,7,7,99,7,7,7,7,100,7,7,7,7,99,7,7,7,7,99,7,7,7,7,98,7,7,7,7,100,"Happy","Basketball"
2022-01-31 07:25:55,2022-01-31 07:29:29,100,214,TRUE,2022-01-31 07:29:30,"R_3hhFSqCARN3Z7Co",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,7,5,7,6,79,7,5,7,6,88,7,5,7,6,84,7,5,7,6,98,6,7,5,7,78,7,5,7,6,98,"None of the above","Swimming"
2022-01-31 07:27:13,2022-01-31 07:31:54,100,280,TRUE,2022-01-31 07:31:54,"R_3PLUj5xnxOvyq5Z",NA,NA,NA,NA,"anonymous","EN","Yes",30,"Male",NA,7,6,7,5,69,7,6,5,7,71,7,5,4,6,78,7,6,5,6,78,7,6,5,6,73,7,6,5,7,78,"None of the above","Baseball"
2022-01-31 07:27:11,2022-01-31 07:36:01,100,530,TRUE,2022-01-31 07:36:02,"R_dbs3L8Pqo1zzKnL",NA,NA,NA,NA,"anonymous","EN","Yes",35,"Male",NA,6,7,6,7,82,5,7,5,7,71,6,5,6,4,70,6,5,7,6,72,6,7,5,7,72,6,5,7,6,92,"Happy","Soccer"
2022-01-31 07:29:35,2022-01-31 07:37:27,100,472,TRUE,2022-01-31 07:37:28,"R_BYtVOFBA9A2wPbr",NA,NA,NA,NA,"anonymous","EN","Yes",49,"Female",NA,6,7,6,5,97,7,6,7,6,99,7,7,6,6,96,7,6,5,6,91,6,7,6,5,95,7,6,7,6,95,"None of the above","Basketball"
2022-01-31 07:33:57,2022-01-31 07:37:37,100,220,TRUE,2022-01-31 07:37:37,"R_A1EqBya0hdXo9fr",NA,NA,NA,NA,"anonymous","EN","Yes",44,"Male",NA,3,6,4,3,43,6,4,5,4,83,5,3,4,6,82,6,3,5,4,84,5,3,4,6,70,5,2,4,6,80,"None of the above","Bowling"
2022-01-31 07:35:53,2022-01-31 07:38:16,100,143,TRUE,2022-01-31 07:38:17,"R_xfMLohJVDp5bmFj",NA,NA,NA,NA,"anonymous","EN","Yes",40,"Male",NA,6,7,7,6,82,6,7,7,7,74,6,7,7,7,76,6,7,6,7,68,6,6,7,7,64,6,7,6,7,64,"Happy","Baseball"
2022-01-31 07:27:46,2022-01-31 07:42:53,100,907,TRUE,2022-01-31 07:42:53,"R_u4Udl9ytV5HQV9L",NA,NA,NA,NA,"anonymous","EN","Yes",58,"Female",NA,2,2,3,2,13,4,4,4,4,50,4,4,4,4,50,3,3,4,3,36,3,3,3,2,25,3,2,1,2,16,"None of the above","Swimming"
2022-01-31 07:29:17,2022-01-31 07:47:21,100,1084,TRUE,2022-01-31 07:47:21,"R_3ilmR5tHpx7DBls",NA,NA,NA,NA,"anonymous","EN","Yes",46,"Male",NA,7,6,7,6,100,7,6,7,6,100,7,6,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,6,100,"Happy","Swimming"
2022-01-31 07:46:04,2022-01-31 07:48:25,100,140,TRUE,2022-01-31 07:48:25,"R_3r1IInPwK8MNb2E",NA,NA,NA,NA,"anonymous","EN","Yes",48,"Female",NA,6,5,5,6,76,6,6,5,6,75,6,5,5,6,76,6,5,5,6,79,6,6,5,6,78,6,5,6,5,74,"Satisfied","Soccer"
2022-01-31 07:45:53,2022-01-31 07:48:50,100,177,TRUE,2022-01-31 07:48:51,"R_2fxuB25Nwo5WFLZ",NA,NA,NA,NA,"anonymous","EN","Yes",23,"Male",NA,1,2,2,1,9,5,5,6,7,76,6,5,5,7,70,4,3,4,3,23,2,1,3,2,16,2,1,1,1,2,"None of the above","Soccer"
2022-01-31 07:47:59,2022-01-31 07:49:34,100,95,TRUE,2022-01-31 07:49:34,"R_1ieeHPhEI6jAzSG",NA,NA,NA,NA,"anonymous","EN","Yes",40,"Male",NA,4,5,6,6,53,4,5,6,5,57,6,5,4,5,52,4,5,6,5,55,6,5,4,5,57,4,5,6,6,50,"None of the above","Swimming"
2022-01-31 07:34:20,2022-01-31 07:51:54,100,1053,TRUE,2022-01-31 07:51:54,"R_2PpX7dqMjr1mpo5",NA,NA,NA,NA,"anonymous","EN","Yes",21,"Female",NA,4,3,3,3,41,4,4,4,4,50,4,4,4,4,70,2,1,2,1,16,6,6,6,6,70,1,1,1,1,16,"None of the above","Soccer"
2022-01-31 07:42:57,2022-01-31 07:54:27,100,689,TRUE,2022-01-31 07:54:28,"R_1CJiK3oNI0UT0mz",NA,NA,NA,NA,"anonymous","EN","Yes",39,"Male",NA,7,6,5,6,77,7,5,5,5,72,7,5,6,6,73,5,7,6,7,81,7,5,6,7,78,7,6,7,6,76,"None of the above","Soccer"
2022-01-31 07:42:16,2022-01-31 07:55:40,100,803,TRUE,2022-01-31 07:55:41,"R_1dmIAW8ezknG9pt",NA,NA,NA,NA,"anonymous","EN","Yes",67,"Male",NA,6,3,4,5,84,5,6,6,6,82,6,5,6,7,90,6,2,2,3,91,6,6,5,6,83,3,4,4,4,50,"None of the above","Soccer"
2022-01-31 07:55:10,2022-01-31 07:57:27,100,136,TRUE,2022-01-31 07:57:27,"R_2VQH9PVpQ90OWYs",NA,NA,NA,NA,"anonymous","EN","Yes",51,"Male",NA,7,6,5,7,83,7,7,6,6,82,7,7,5,6,68,6,7,7,6,82,6,7,7,6,68,6,7,7,7,73,"Happy","Soccer"
2022-01-31 07:53:57,2022-01-31 07:57:34,100,217,TRUE,2022-01-31 07:57:35,"R_2E6uOosZLSJN1TS",NA,NA,NA,NA,"anonymous","EN","Yes",27,"Male",NA,2,1,2,1,14,7,6,6,7,77,7,5,6,6,71,3,2,2,3,25,5,6,6,5,84,2,1,1,2,23,"None of the above","Soccer"
2022-01-31 08:20:30,2022-01-31 08:29:05,100,514,TRUE,2022-01-31 08:29:05,"R_2SwZNSGoUSCD9HI",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,4,7,6,7,48,6,7,7,6,49,7,7,7,6,48,6,7,7,6,49,6,7,7,7,49,7,6,6,7,48,"None of the above","Soccer"
2022-01-31 08:44:53,2022-01-31 08:47:11,100,138,TRUE,2022-01-31 08:47:12,"R_2ROpm28wwRsszAq",NA,NA,NA,NA,"anonymous","EN","Yes",29,"Male",NA,4,2,7,3,71,4,1,4,6,34,3,5,6,3,75,3,2,6,4,81,3,6,5,3,74,5,2,5,3,81,"None of the above","Soccer"
2022-01-31 08:46:41,2022-01-31 08:48:46,100,124,TRUE,2022-01-31 08:48:48,"R_3mauOBfshJEluUe",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Female",NA,5,6,6,5,86,7,6,5,5,80,7,6,6,5,87,6,7,7,6,79,5,6,7,6,88,7,6,5,5,76,"None of the above","Basketball"
2022-01-31 08:52:56,2022-01-31 08:54:33,100,97,TRUE,2022-01-31 08:54:33,"R_3GBsYC4f5JC4ICo",NA,NA,NA,NA,"anonymous","EN","Yes",25,"Male",NA,7,7,7,6,49,6,7,7,7,47,6,7,7,7,48,7,7,7,7,48,3,2,2,2,52,4,7,7,7,48,"None of the above","Soccer"
