StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consentQ,PID,age,gender,gender_4_TEXT,S_ND1_R_1,S_ND1_R_2,S_ND1_R_3,S_ND1_R_4,S_ND1_M_1,R_ND2_R_1,R_ND2_R_2,R_ND2_R_3,R_ND2_R_4,R_ND2_M_1,F_M_R_1,F_M_R_2,F_M_R_3,F_M_R_4,F_M_M_1,A_M_R_1,A_M_R_2,A_M_R_3,A_M_R_4,A_M_M_1,attn_chk_1Q,attn_chk_2_Q,S_ND2_R_1,S_ND2_R_2,S_ND2_R_3,S_ND2_R_4,S_ND2_M_1,R_M_R_1,R_M_R_2,R_M_R_3,R_M_R_4,R_M_M_1,F_ND1_R_1,F_ND1_R_2,F_ND1_R_3,F_ND1_R_4,F_ND1_M_1,A_ND2_R_1,A_ND2_R_2,A_ND2_R_3,A_ND2_R_4,A_ND2_M_1,S_M_R_1,S_M_R_2,S_M_R_3,S_M_R_4,S_M_M_1,R_ND1_R_1,R_ND1_R_2,R_ND1_R_3,R_ND1_R_4,R_ND1_M_1,F_ND2_R_1,F_ND2_R_2,F_ND2_R_3,F_ND2_R_4,F_ND2_M_1,A_ND1_R_1,A_ND1_R_2,A_ND1_R_3,A_ND1_R_4,A_ND1_M_1,previous_version,Sample
2022-04-04 11:50:35,2022-04-04 11:53:32,0,,100,177,1,2022-04-04 11:53:33,R_1dACG9ZU4FuZeIs,,,,,,,anonymous,EN,1,AQUJL0OGG5LHH,28,1,,7,7,7,6,88,7,7,6,7,87,6,7,7,7,100,7,6,6,7,91,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:48:45,2022-04-04 11:53:36,0,,100,291,1,2022-04-04 11:53:37,R_1pAv1j3tzC9dKG6,,,,,,,anonymous,EN,1,A3EJ48LV1BY8PD,40,1,,,,,,,,,,,,,,,,,7,7,7,7,74,7,2,,,,,,,,,,,,,,,,,,,,,7,7,7,7,81,7,7,7,7,85,7,7,7,7,86,,,,,,2,MTurk
2022-04-04 11:49:40,2022-04-04 11:54:02,0,,100,262,1,2022-04-04 11:54:03,R_3KuvhI2fU1nLyFv,,,,,,,anonymous,EN,1,A3QN8DM6ARBSMZ,53,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,5,7,6,5,82,,,,,,,,,,,6,5,7,6,74,,,,,,,,,,,7,6,5,6,82,1,MTurk
2022-04-04 11:48:25,2022-04-04 11:54:03,0,,100,338,1,2022-04-04 11:54:03,R_2ePYzwBnvRPPNOM,,,,,,,anonymous,EN,1,A13LKULUTCJCVU,28,1,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,7,5,6,7,81,,,,,,7,5,6,7,64,7,4,6,7,92,3,MTurk
2022-04-04 11:51:15,2022-04-04 11:54:03,0,,100,168,1,2022-04-04 11:54:04,R_Um8eoK6vyk0zRKh,,,,,,,anonymous,EN,1,AN1G3XBF4I711,56,1,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,6,6,5,5,79,,,,,,,,,,,6,6,5,5,75,,,,,,5,4,5,4,72,,,,,,1,MTurk
2022-04-04 11:51:37,2022-04-04 11:54:05,0,,100,148,1,2022-04-04 11:54:06,R_2xDD4X3dUb5wy3X,,,,,,,anonymous,EN,1,A2WHTNOMVOM4DA,22,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,5,6,4,50,,,,,,,,,,,3,5,3,6,50,,,,,,3,4,5,4,50,3,5,6,4,50,2,MTurk
2022-04-04 11:51:20,2022-04-04 11:54:14,0,,100,173,1,2022-04-04 11:54:14,R_2s7iQzQE4HrBioF,,,,,,,anonymous,EN,1,A1KI6JFFI8HC2D,32,1,,,,,,,,,,,,6,7,6,7,80,,,,,,7,2,,,,,,,,,,,,,,,,6,7,6,7,74,4,3,3,2,31,7,6,7,6,81,,,,,,,,,,,2,MTurk
2022-04-04 11:50:04,2022-04-04 11:54:25,0,,100,261,1,2022-04-04 11:54:27,R_3fdhPIPG9t7JWrB,,,,,,,anonymous,EN,1,A19IGD5AO7VVV,43,2,,6,6,7,6,66,6,5,7,6,68,6,7,6,6,66,6,5,7,6,68,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:51:37,2022-04-04 11:54:34,0,,100,176,1,2022-04-04 11:54:34,R_3e9NomkCoSIeuyk,,,,,,,anonymous,EN,1,A13YLEJ4UI0U9X,35,1,,6,7,7,6,84,,,,,,7,6,7,7,87,,,,,,7,2,,,,,,7,6,7,7,77,,,,,,7,6,7,7,82,,,,,,,,,,,,,,,,,,,,,1,MTurk
2022-04-04 11:52:39,2022-04-04 11:54:38,0,,100,119,1,2022-04-04 11:54:38,R_2aOHanOmysw92Cq,,,,,,,anonymous,EN,1,A1YH1WHYO3IFOC,29,1,,,,,,,,,,,,6,6,7,6,81,,,,,,7,2,,,,,,,,,,,,,,,,6,7,6,6,70,6,7,7,6,74,5,6,6,7,76,,,,,,,,,,,3,MTurk
2022-04-04 11:38:56,2022-04-04 11:54:47,0,,100,951,1,2022-04-04 11:54:48,R_2trpAiUYtqf1wM6,,,,,,,anonymous,EN,1,A2ZL4DIW0INJVU,30,1,,,,,,,,,,,,7,7,7,7,93,,,,,,7,2,,,,,,,,,,,,,,,,6,7,7,6,80,7,7,7,6,86,7,6,7,7,83,,,,,,,,,,,2,MTurk
2022-04-04 11:52:09,2022-04-04 11:55:06,0,,100,176,1,2022-04-04 11:55:06,R_1giJJl6i9Ad5Ycw,,,,,,,anonymous,EN,1,AW5I2C6Y1SUBC,35,1,,,,,,,,,,,,,,,,,6,6,7,7,48,1,3,7,6,7,7,49,7,6,6,6,81,7,6,7,7,48,,,,,,,,,,,,,,,,,,,,,,,,,,1,MTurk
2022-04-04 11:52:02,2022-04-04 11:55:16,0,,100,194,1,2022-04-04 11:55:16,R_27m5bLTXJALh8RB,,,,,,,anonymous,EN,1,AZ69TBTDH7AZS,29,1,,6,6,6,6,92,,,,,,6,6,6,6,92,,,,,,7,2,,,,,,6,6,6,6,92,,,,,,6,6,6,6,91,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:50:14,2022-04-04 11:55:20,0,,100,306,1,2022-04-04 11:55:20,R_TpBK6HJCp4q1urn,,,,,,,anonymous,EN,1,A2USNCULA6D8NH,24,1,,,,,,,,,,,,,,,,,6,5,5,4,72,7,2,,,,,,,,,,,,,,,,,,,,,6,7,7,5,87,6,5,6,6,84,6,7,7,3,82,,,,,,2,MTurk
2022-04-04 11:53:15,2022-04-04 11:55:34,0,,100,139,1,2022-04-04 11:55:35,R_3hhxPIFNsuAnjv0,,,,,,,anonymous,EN,1,A6TWNRAB4JH0X,35,1,,,,,,,,,,,,6,7,7,7,81,,,,,,7,2,,,,,,,,,,,,,,,,7,6,7,6,77,7,7,7,7,82,7,6,7,6,70,,,,,,,,,,,2,MTurk
2022-04-04 11:54:24,2022-04-04 11:55:45,0,,100,81,1,2022-04-04 11:55:45,R_3a7dfltSIyjn90l,,,,,,,anonymous,EN,1,A26E33Z7SI8XXJ,45,1,,,,,,,,,,,,,,,,,7,6,6,7,69,7,2,,,,,,,,,,,,,,,,,,,,,7,6,5,7,75,7,6,5,7,86,7,6,7,6,53,,,,,,1,MTurk
2022-04-04 11:52:41,2022-04-04 11:55:56,0,,100,194,1,2022-04-04 11:55:56,R_3PuiX0qQvmoocqA,,,,,,,anonymous,EN,1,A1E0K2VGY2684V,52,1,,,,,,,,,,,,,,,,,5,2,7,5,67,7,2,5,7,6,7,79,6,7,5,6,90,5,6,4,7,77,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:53:56,2022-04-04 11:56:01,0,,100,125,1,2022-04-04 11:56:02,R_21z9lTQx0JuQ36Q,,,,,,,anonymous,EN,1,A235DXY5FJN0IW,28,2,,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:51:40,2022-04-04 11:56:07,0,,100,266,1,2022-04-04 11:56:07,R_3qBFNcyPe2iDFFT,,,,,,,anonymous,EN,1,A8GMDQX12M56,34,2,,5,6,6,7,72,5,7,6,7,63,5,6,7,6,73,5,6,7,7,68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,MTurk
2022-04-04 11:47:32,2022-04-04 11:56:17,0,,100,524,1,2022-04-04 11:56:17,R_1Qat1qreFzCBOpE,,,,,,,anonymous,EN,1,A12RF9L2BN8B5W,39,1,,,,,,,,,,,,,,,,,6,6,6,6,96,7,2,,,,,,,,,,,,,,,,,,,,,7,7,7,7,91,7,7,7,7,99,6,6,6,6,91,,,,,,2,MTurk
2022-04-04 11:53:37,2022-04-04 11:56:19,0,,100,161,1,2022-04-04 11:56:19,R_1Q5XmpEeQwNQJG8,,,,,,,anonymous,EN,1,ASEM4DJYX7PA0,39,2,,5,7,5,7,67,,,,,,5,7,5,6,59,,,,,,7,5,,,,,,4,6,6,7,68,,,,,,3,6,4,6,73,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:54:41,2022-04-04 11:56:19,0,,100,98,1,2022-04-04 11:56:20,R_3RkHqLkxKmRRUas,,,,,,,anonymous,EN,1,A259OBKPBBIOAJ,24,1,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,5,2,1,7,29,,,,,,,,,,,6,4,4,5,73,,,,,,3,4,7,2,69,1,3,6,2,64,2,MTurk
2022-04-04 11:54:33,2022-04-04 11:56:33,0,,100,119,1,2022-04-04 11:56:33,R_2TGjDbHcx1GGRhf,,,,,,,anonymous,EN,1,A25NVJ124EJX9Q,46,2,,,,,,,,,,,,7,6,6,7,85,,,,,,7,5,,,,,,,,,,,,,,,,6,7,5,7,86,7,6,7,6,73,6,7,5,6,80,,,,,,,,,,,1,MTurk
2022-04-04 11:52:30,2022-04-04 11:56:43,0,,100,253,1,2022-04-04 11:56:44,R_1OCZuNEVRu4lolF,,,,,,,anonymous,EN,1,A3LX2LELUQAWBQ,40,1,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,4,6,5,7,56,,,,,,,,,,,,,,,,,,,,,5,5,6,7,64,5,7,6,7,67,1,MTurk
2022-04-04 11:49:44,2022-04-04 11:56:54,0,,100,430,1,2022-04-04 11:56:54,R_2al4cis3De6GIIK,,,,,,,anonymous,EN,1,A11SO2SJEL5GOM,41,2,,,,,,,,,,,,,,,,,4,6,4,6,80,7,2,5,6,5,6,78,6,3,5,6,92,6,5,6,3,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:55:50,2022-04-04 11:57:08,0,,100,78,1,2022-04-04 11:57:09,R_sb514wJ8C8JbgGd,,,,,,,anonymous,EN,1,A1N8Q3IFZ67GOY,29,1,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,4,7,5,4,81,,,,,,,,,,,3,5,5,4,73,,,,,,4,6,5,5,87,,,,,,2,MTurk
2022-04-04 11:55:56,2022-04-04 11:57:25,0,,100,88,1,2022-04-04 11:57:25,R_enRfk93uy4oWdPP,,,,,,,anonymous,EN,1,A1ODA3Q5H6HTDQ,31,2,,,,,,,,,,,,,,,,,7,7,6,7,98,7,5,7,7,7,7,97,6,6,6,7,99,6,6,7,6,93,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:51:33,2022-04-04 11:57:27,0,,100,353,1,2022-04-04 11:57:27,R_3ReZX6q3KE6Nngr,,,,,,,anonymous,EN,1,A3A38LMBZ1O6LT,29,1,,7,6,6,6,89,6,6,5,6,85,6,6,5,6,92,7,7,6,5,88,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,MTurk
2022-04-04 11:55:05,2022-04-04 11:57:57,0,,100,171,1,2022-04-04 11:57:57,R_10TNH8falG7u8Mo,,,,,,,anonymous,EN,1,AZRCUK208KJ04,36,1,,7,6,6,6,67,7,6,6,7,71,7,6,5,6,77,7,6,6,6,76,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:56:30,2022-04-04 11:58:10,0,,100,100,1,2022-04-04 11:58:10,R_2TtyiE1xUVqxMXJ,,,,,,,anonymous,EN,1,ATCWHB9IXIYP8,57,1,,5,4,6,5,58,,,,,,4,5,6,3,63,,,,,,7,2,,,,,,5,4,6,5,75,,,,,,6,4,5,5,64,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:56:20,2022-04-04 11:58:22,0,,100,121,1,2022-04-04 11:58:22,R_1M8p5VRcq875Xfr,,,,,,,anonymous,EN,1,A1YX69GFGX5REP,34,1,,,,,,,,,,,,7,6,7,6,88,,,,,,7,5,,,,,,,,,,,,,,,,6,5,7,7,87,7,5,6,7,87,7,5,6,7,94,,,,,,,,,,,2,MTurk
2022-04-04 11:55:13,2022-04-04 11:58:32,0,,100,199,1,2022-04-04 11:58:33,R_3MzCRMLdQYztsVs,,,,,,,anonymous,EN,1,A62D3X20ZMPIR,44,2,,,,,,,,,,,,,,,,,6,2,5,4,65,7,2,,,,,,,,,,,,,,,,,,,,,6,3,5,5,72,6,2,4,7,76,3,5,4,7,70,,,,,,1,MTurk
2022-04-04 11:57:18,2022-04-04 11:58:43,0,,100,85,1,2022-04-04 11:58:44,R_24Mk4WJSj1JLzgd,,,,,,,anonymous,EN,1,A2SM884JNBY6E7,30,1,,4,3,3,2,89,,,,,,6,2,3,3,85,,,,,,7,3,,,,,,6,3,3,2,88,,,,,,6,3,2,3,86,,,,,,,,,,,,,,,,,,,,,1,MTurk
2022-04-04 11:57:04,2022-04-04 11:59:44,0,,100,159,1,2022-04-04 11:59:44,R_2Ev37o24fa8VJEf,,,,,,,anonymous,EN,1,AO23FOV0FZ8NO,32,2,,5,3,6,5,68,5,4,6,5,59,4,6,7,5,73,4,6,5,6,64,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:58:49,2022-04-04 12:00:05,0,,100,75,1,2022-04-04 12:00:05,R_31t5AFTo6DI6J74,,,,,,,anonymous,EN,1,A1FJMOE7DHDP8E,29,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,6,5,7,7,84,,,,,,,,,,,7,5,6,7,82,,,,,,,,,,,7,5,6,6,87,2,MTurk
2022-04-04 11:49:30,2022-04-04 12:00:14,0,,100,643,1,2022-04-04 12:00:15,R_1CgAbsVjzsMvi0v,,,,,,,anonymous,EN,1,AYZQACSQ7HRWB,25,1,,,,,,,,,,,,,,,,,5,3,2,5,66,7,5,4,7,1,5,65,7,2,2,5,63,5,6,2,5,63,,,,,,,,,,,,,,,,,,,,,,,,,,1,MTurk
2022-04-04 11:58:26,2022-04-04 12:00:35,0,,100,129,1,2022-04-04 12:00:36,R_3psuOJughJfzt60,,,,,,,anonymous,EN,1,: COPIEDA1OUG9J6SNMDSQ,30,1,,,,,,,,,,,,,,,,,7,7,7,7,100,1,3,,,,,,,,,,,,,,,,,,,,,7,7,7,7,100,7,7,7,7,98,7,7,7,7,100,,,,,,1,MTurk
2022-04-04 11:58:59,2022-04-04 12:00:44,0,,100,104,1,2022-04-04 12:00:44,R_2cc65N450yFwVEK,,,,,,,anonymous,EN,1,A2MDZ4FNH0N0C6,36,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,6,6,6,6,85,,,,,,7,6,6,6,71,5,6,6,6,73,2,MTurk
2022-04-04 11:39:36,2022-04-04 12:00:50,0,,100,1273,1,2022-04-04 12:00:50,R_2ds5RV5KZIJt6hD,,,,,,,anonymous,EN,1,A1QVNF19XSRSD7,38,1,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,,,,,,,,,,,,5,1,3,2,59,,,,,,6,7,3,5,33,1,3,2,7,40,2,MTurk
2022-04-04 11:59:30,2022-04-04 12:00:51,0,,100,81,1,2022-04-04 12:00:51,R_3J9siQhmixStjIg,,,,,,,anonymous,EN,1,A1EGX1X6V1CSQH,30,1,,,,,,,,,,,,5,3,2,3,93,,,,,,7,3,,,,,,,,,,,,,,,,6,2,3,3,88,4,2,3,2,85,4,3,2,3,80,,,,,,,,,,,1,MTurk
2022-04-04 12:00:01,2022-04-04 12:01:38,0,,100,96,1,2022-04-04 12:01:38,R_2wM6N7ENbyT3ZSG,,,,,,,anonymous,EN,1,A1MF5X99676P61,29,1,,1,3,5,4,88,,,,,,3,6,2,5,74,,,,,,7,1,,,,,,4,3,4,4,78,,,,,,3,4,4,3,78,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 12:00:13,2022-04-04 12:02:14,0,,100,121,1,2022-04-04 12:02:14,R_6nTLDIPGnBUhxIJ,,,,,,,anonymous,EN,1,A1BPU6PHYCXFRT,32,2,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,6,5,6,6,79,,,,,,,,,,,6,6,5,6,75,,,,,,6,7,7,6,82,5,6,5,6,76,2,MTurk
2022-04-04 12:00:44,2022-04-04 12:02:19,0,,100,95,1,2022-04-04 12:02:20,R_2ZTtsS371GKm4yX,,,,,,,anonymous,EN,1,AF8A4VQF4567W,38,2,,,,,,,,,,,,,,,,,7,5,6,7,86,7,2,,,,,,,,,,,,,,,,,,,,,6,6,7,6,90,6,7,5,6,86,6,7,5,7,88,,,,,,2,MTurk
2022-04-04 12:01:13,2022-04-04 12:02:28,0,,100,75,1,2022-04-04 12:02:28,R_4OzJrJsHbxUzCq5,,,,,,,anonymous,EN,1,A10WC8DQS5UV2S,30,1,,,,,,,,,,,,,,,,,6,2,3,2,84,7,3,4,3,2,3,84,5,2,3,2,87,4,3,2,2,89,,,,,,,,,,,,,,,,,,,,,,,,,,1,MTurk
2022-04-04 11:58:57,2022-04-04 12:02:30,0,,100,212,1,2022-04-04 12:02:30,R_2VqMpoK4be4pGUb,,,,,,,anonymous,EN,1,A2Z2WC3DJQ38RH,45,2,,,,,,,,,,,,,,,,,5,4,6,4,66,7,2,,,,,,,,,,,,,,,,,,,,,5,6,6,4,60,5,4,6,5,62,5,6,4,5,67,,,,,,2,MTurk
2022-04-04 11:59:04,2022-04-04 12:03:44,0,,100,280,1,2022-04-04 12:03:46,R_3fw8YVqONl48UIn,,,,,,,anonymous,EN,1,AE2Y8NYC9902Z,63,2,,5,7,6,6,81,,,,,,5,6,4,5,85,,,,,,7,2,,,,,,6,7,6,6,72,,,,,,6,7,6,6,83,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:54:39,2022-04-04 12:04:20,0,,100,581,1,2022-04-04 12:04:22,R_2Y9ruj7EgYDW19U,,,,,,,anonymous,EN,1,ASQA0PP99QEKM,44,1,,5,4,5,3,77,4,3,2,3,74,1,2,4,5,79,5,4,5,3,81,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 12:02:24,2022-04-04 12:04:31,0,,100,127,1,2022-04-04 12:04:31,R_1MRkgRNqsf4WgGi,,,,,,,anonymous,EN,1, COPIEDA1AX9J8SDYU4YK,30,1,,,,,,,,,,,,7,7,7,7,100,,,,,,1,3,,,,,,,,,,,,,,,,7,7,7,7,100,7,7,7,7,100,7,7,7,7,100,,,,,,,,,,,1,MTurk
2022-04-04 12:03:07,2022-04-04 12:04:32,0,,100,85,1,2022-04-04 12:04:32,R_3PYKq06fYW4LNLX,,,,,,,anonymous,EN,1,A1LMGXT074SSID,63,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,6,5,4,5,67,,,,,,,,,,,4,5,4,5,66,,,,,,6,4,3,5,68,6,4,6,5,69,2,MTurk
2022-04-04 11:59:55,2022-04-04 12:04:35,0,,100,279,1,2022-04-04 12:04:35,R_1QxtPPduOBmW4yg,,,,,,,anonymous,EN,1,AXFP50XOZD2NI,36,1,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,6,6,7,6,82,,,,,,,,,,,6,6,5,6,76,,,,,,5,7,6,6,78,6,5,7,6,75,2,MTurk
2022-04-04 12:03:12,2022-04-04 12:04:41,0,,100,89,1,2022-04-04 12:04:42,R_RepQlAPDg6uILa9,,,,,,,anonymous,EN,1,ALE96KCWXQSOG,30,1,,,,,,,,,,,,,,,,,6,3,2,3,85,7,3,,,,,,,,,,,,,,,,,,,,,4,3,2,4,53,5,3,2,3,84,4,3,3,2,82,,,,,,1,MTurk
2022-04-04 12:00:15,2022-04-04 12:04:44,0,,100,268,1,2022-04-04 12:04:44,R_5hBdSkwGS81mvkZ,,,,,,,anonymous,EN,1,A21X8FCXQA19ZI,46,1,,7,6,5,6,64,7,6,5,6,76,7,6,5,6,62,7,6,5,6,89,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 12:03:08,2022-04-04 12:05:09,0,,100,120,1,2022-04-04 12:05:09,R_25sW4AZ6mOFYBTv,,,,,,,anonymous,EN,1,A32OTBQ9Y8ZJUP,34,1,,3,5,3,4,53,,,,,,3,6,3,5,54,,,,,,7,2,,,,,,4,6,4,6,59,,,,,,6,4,6,4,56,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 11:57:20,2022-04-04 12:06:02,0,,100,521,1,2022-04-04 12:06:02,R_2f872RTJ8rigLCQ,,,,,,,anonymous,EN,1,A293ER1IX9YLIA,37,2,,,,,,,,,,,,,,,,,5,6,6,5,89,1,2,4,5,6,6,74,5,5,6,7,85,5,6,5,6,82,,,,,,,,,,,,,,,,,,,,,,,,,,1,MTurk
2022-04-04 11:59:36,2022-04-04 12:06:54,0,,100,438,1,2022-04-04 12:06:54,R_1gU9w7r9988IOtC,,,,,,,anonymous,EN,1,A37CV45RPN41FL,36,2,,,,,,,,,,,,5,4,6,5,39,,,,,,7,5,,,,,,,,,,,,,,,,5,4,5,3,29,5,3,6,6,70,4,3,5,4,71,,,,,,,,,,,2,MTurk
2022-04-04 12:05:34,2022-04-04 12:07:04,0,,100,90,1,2022-04-04 12:07:05,R_1guxcIURk1V4Fk4,,,,,,,anonymous,EN,1,A7KJ7FX12D2WR,30,1,,6,2,3,2,79,6,3,2,3,83,4,3,4,3,88,3,5,1,6,75,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,MTurk
2022-04-04 12:05:58,2022-04-04 12:07:07,0,,100,68,1,2022-04-04 12:07:07,R_2VQkhTBC7wHne7x,,,,,,,anonymous,EN,1,A2CT4OM1M3U0F9,32,1,,6,7,7,6,70,,,,,,7,6,7,7,70,,,,,,1,1,,,,,,6,7,5,7,61,,,,,,6,7,7,6,68,,,,,,,,,,,,,,,,,,,,,1,MTurk
2022-04-04 12:06:11,2022-04-04 12:07:47,0,,100,95,1,2022-04-04 12:07:47,R_1hW3I37FG36oukY,,,,,,,anonymous,EN,1,ANWRXKAOV327E,40,2,,6,7,5,7,71,5,6,7,4,65,5,6,7,5,77,6,7,5,6,73,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MTurk
2022-04-04 12:07:46,2022-04-04 12:09:04,0,,100,77,1,2022-04-04 12:09:04,R_3JdXuQ7VZWC5dzj,,,,,,,anonymous,EN,1,AV22FQTJNBUZT,41,2,,,,,,,,,,,,7,7,7,7,99,,,,,,7,2,,,,,,,,,,,,,,,,7,7,7,7,96,6,7,7,7,86,7,7,7,7,90,,,,,,,,,,,2,MTurk
2022-04-04 12:07:30,2022-04-04 12:09:05,0,,100,94,1,2022-04-04 12:09:05,R_1254Yzia4hTI6Pf,,,,,,,anonymous,EN,1,A3K9GTQBOI7O5A,30,2,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,7,7,7,7,92,,,,,,,,,,,,,,,,,,,,,7,7,7,7,88,7,7,7,7,92,2,MTurk
2022-04-04 12:07:43,2022-04-04 12:09:07,0,,100,84,1,2022-04-04 12:09:07,R_XBYyjJv9XOW5JOF,,,,,,,anonymous,EN,1,A3Q9X8CBPHFRTZ,30,1,,,,,,,,,,,,,,,,,5,3,2,2,89,7,3,5,3,3,3,81,7,2,3,2,84,5,3,3,3,80,,,,,,,,,,,,,,,,,,,,,,,,,,1,MTurk
2022-04-04 11:59:22,2022-04-04 12:09:11,0,,100,589,1,2022-04-04 12:09:12,R_3dRnfDGMRhg9YVl,,,,,,,anonymous,EN,1,A1ZD1JBHH7KEMA,41,2,,,,,,,,,,,,4,6,3,5,64,,,,,,7,2,,,,,,,,,,,,,,,,6,4,5,6,62,4,5,3,6,33,3,6,4,5,69,,,,,,,,,,,2,MTurk
2022-04-04 12:07:13,2022-04-04 12:09:19,0,,100,126,1,2022-04-04 12:09:19,R_DTAvHzLNFK4ozCN,,,,,,,anonymous,EN,1, COPIEDA1583YWQMY2KLF,30,1,,7,7,7,7,100,,,,,,7,7,7,7,100,,,,,,1,3,,,,,,7,7,7,7,100,,,,,,7,7,7,7,100,,,,,,,,,,,,,,,,,,,,,1,MTurk
